"SEX","n","island","ID","tripID","n_locs","departure","return","duration","total_dist","max_dist","direction","Mean_Depth","Median_Depth","SD_Depth","Max_Depth","Min_Depth","Source","Island"
"M","76","MS","SL8","SL8_01","394","2022-09-22 17:47:50","2022-09-22 18:53:21","1.09194444444444","40.2735183873513","18.7776941479077","163.682891830969",1.95256099919312,1.96940537873181,0.0788701788057925,2.10017271157167,1.74981495188749,"SP","SP"
"M","76","MS","SL8","SL8_01","394","2022-09-22 17:47:50","2022-09-22 18:53:21","1.09194444444444","40.2735183873513","18.7776941479077","163.682891830969",1.03820057317467,1.0106094251172,0.390190284109756,6.49198124845793,0.839871699975326,"MS","MS"
"M","77","MS","SL8","SL8_02","448","2022-09-23 18:47:51","2022-09-23 20:30:30","1.71083333333333","42.9935992225341","13.8280346072142","278.637521641084",2.00150259860704,1.99950653836664,0.0791024930046899,2.1761658031088,1.82186035035776,"SP","SP"
"M","77","MS","SL8","SL8_02","448","2022-09-23 18:47:51","2022-09-23 20:30:30","1.71083333333333","42.9935992225341","13.8280346072142","278.637521641084",1.69903437833795,1.9412780656304,0.561894384578932,2.11398963730571,-0.351344682950895,"MS","MS"
"M","78","MS","SL8","SL8_03","678","2022-09-24 11:35:43","2022-09-24 13:34:53","1.98611111111111","47.306057716566","18.1527678832701","190.707116007971",2.57461516265415,2.55415741426105,0.121853485195849,2.83937823834197,2.34887737478411,"MS","MS"
"M","79","MS","SL8","SL8_04","497","2022-09-25 09:32:40","2022-09-25 11:01:08","1.47444444444444","55.7534545491236","24.513023667173","141.290340686166",2.56349247063863,2.5521835677276,0.102953786260427,2.7989143844066,2.32913890944978,"MS","MS"
"M","80","MS","SL9","SL9_01","1888","2022-09-23 12:27:09","2022-09-23 18:03:10","5.60027777777778","142.113512068451","38.5600235372058","198.430100678729",0.87040451782956,0.695780903034785,0.51972429909473,9.10535405872193,0.260547742413026,"SP","SP"
"M","80","MS","SL9","SL9_01","1888","2022-09-23 12:27:09","2022-09-23 18:03:10","5.60027777777778","142.113512068451","38.5600235372058","198.430100678729",1.81149458471927,1.77843572662225,0.646634399797814,13.6254626202813,0.803355539106833,"MS","MS"
"M","81","MS","SL9","SL9_02","455","2022-09-25 10:39:39","2022-09-25 11:57:00","1.28916666666667","59.9486286456885","26.1710940940951","139.723957543321",1.67957329610306,1.68763878608437,0.144417106777145,3.10979521342216,1.32346410066618,"SP","SP"
"M","81","MS","SL9","SL9_02","455","2022-09-25 10:39:39","2022-09-25 11:57:00","1.28916666666667","59.9486286456885","26.1710940940951","139.723957543321",2.44851176457394,2.45398470268936,0.0620295719062442,2.59955588452997,2.29360967184801,"MS","MS"
"M","82","MS","SL9","SL9_03","967","2022-09-25 14:17:20","2022-09-25 17:08:29","2.8525","65.0373639850106","18.6435695822064","100.938967869014",1.81693434091313,1.81495188749076,0.0763888328433577,2.09326424870467,1.59190722921294,"SP","SP"
"M","82","MS","SL9","SL9_03","967","2022-09-25 14:17:20","2022-09-25 17:08:29","2.8525","65.0373639850106","18.6435695822064","100.938967869014",2.26858737117804,2.25117197137922,0.129220432592567,2.64791512459906,1.97483345669874,"MS","MS"
"M","1","SP","SLSPSP1","SLSPSP1_01","514","2022-06-16 18:32:32","2022-06-16 19:59:51","1.45527777777778","57.8227983821388","21.6880565565621","49.1420071939717",NA,NA,NA,NA,NA,NA,NA
"M","2","SP","SLSPSP1","SLSPSP1_02","964","2022-06-17 16:35:40","2022-06-17 19:20:30","2.74722222222222","70.7510966145992","24.6641905108889","39.497429442215",NA,NA,NA,NA,NA,NA,NA
"M","3","SP","SLSPSP10","SLSPSP10_01","1342","2022-06-17 15:32:19","2022-06-17 19:21:59","3.82777777777778","98.9149545008475","25.0688290208535","7.21781937276774",NA,NA,NA,NA,NA,NA,NA
"M","4","SP","SLSPSP10","SLSPSP10_02","1221","2022-06-18 11:02:29","2022-06-18 14:34:00","3.52527777777778","82.2705036692633","20.8968108294313","295.192739284513",NA,NA,NA,NA,NA,NA,NA
"M","5","SP","SLSPSP10","SLSPSP10_03","888","2022-06-19 10:48:59","2022-06-19 13:21:01","2.53388888888889","69.3207884214072","22.2851608168597","320.678038196961",NA,NA,NA,NA,NA,NA,NA
"F","6","SP","SLSPSP11","SLSPSP11_01","557","2022-06-17 11:08:20","2022-06-17 12:45:20","1.61666666666667","52.6683076588224","20.1432998993648","355.54125871586",NA,NA,NA,NA,NA,NA,NA
"F","7","SP","SLSPSP11","SLSPSP11_02","789","2022-06-17 15:59:31","2022-06-17 18:17:23","2.29777777777778","85.3471061016193","31.9409658367484","351.893551000742",NA,NA,NA,NA,NA,NA,NA
"F","8","SP","SLSPSP11","SLSPSP11_03","468","2022-06-18 11:36:40","2022-06-18 13:04:00","1.45555555555556","52.8903343210053","22.2979436776098","276.359205268944",NA,NA,NA,NA,NA,NA,NA
"F","9","SP","SLSPSP11","SLSPSP11_04","653","2022-06-18 16:55:30","2022-06-18 18:53:30","1.96666666666667","68.657573694831","27.5278240738052","36.0571578184507",NA,NA,NA,NA,NA,NA,NA
"F","10","SP","SLSPSP11","SLSPSP11_05","1749","2022-06-19 11:40:40","2022-06-19 16:51:16","5.17666666666667","130.807425737078","34.1079558873094","258.158541909419",NA,NA,NA,NA,NA,NA,NA
"F","11","SP","SLSPSP11","SLSPSP11_06","394","2022-06-19 18:54:50","2022-06-19 20:10:32","1.26166666666667","50.9707406447976","19.6095777814392","29.1980467921062",NA,NA,NA,NA,NA,NA,NA
"M","12","SP","SLSPSP12","SLSPSP12_01","871","2022-06-17 15:27:10","2022-06-17 18:00:19","2.5525","73.1465945963148","23.0604808465597","45.1770958972663",NA,NA,NA,NA,NA,NA,NA
"M","13","SP","SLSPSP12","SLSPSP12_02","622","2022-06-18 14:05:31","2022-06-18 15:50:31","1.75","48.7298497046551","14.7737783223717","329.103256125916",NA,NA,NA,NA,NA,NA,NA
"M","14","SP","SLSPSP12","SLSPSP12_03","830","2022-06-19 15:46:50","2022-06-19 18:09:51","2.38361111111111","54.2371842084865","12.2772654711176","53.3866578764449",NA,NA,NA,NA,NA,NA,NA
"F","15","SP","SLSPSP13","SLSPSP13_01","1395","2022-06-17 14:16:12","2022-06-17 18:11:19","3.91861111111111","141.293902616306","40.9115055088119","39.6332823943144",NA,NA,NA,NA,NA,NA,NA
"F","16","SP","SLSPSP13","SLSPSP13_02","509","2022-06-18 10:54:09","2022-06-18 12:31:22","1.62027777777778","52.1774595363525","20.7403801178719","273.296219520461",NA,NA,NA,NA,NA,NA,NA
"F","17","SP","SLSPSP13","SLSPSP13_03","671","2022-06-18 17:24:50","2022-06-18 19:16:32","1.86166666666667","68.9521220998699","21.5928421338141","354.875203996392",NA,NA,NA,NA,NA,NA,NA
"F","18","SP","SLSPSP13","SLSPSP13_04","449","2022-06-19 08:59:30","2022-06-19 10:14:20","1.24722222222222","39.3258419155717","12.9917548506061","327.533247535881",NA,NA,NA,NA,NA,NA,NA
"F","19","SP","SLSPSP13","SLSPSP13_05","1480","2022-06-19 12:44:10","2022-06-19 16:52:19","4.13583333333333","100.390513982893","30.0774846341982","290.961405518072",NA,NA,NA,NA,NA,NA,NA
"F","20","SP","SLSPSP13","SLSPSP13_06","1433","2022-06-20 08:18:09","2022-06-20 12:30:22","4.20361111111111","112.698767602554","30.2921923757841","45.1684122545369",NA,NA,NA,NA,NA,NA,NA
"M","21","SP","SLSPSP15","SLSPSP15_01","637","2022-06-17 11:10:30","2022-06-17 12:56:32","1.76722222222222","48.8835557270241","16.9519404877324","339.832944707914",NA,NA,NA,NA,NA,NA,NA
"M","22","SP","SLSPSP15","SLSPSP15_02","814","2022-06-18 10:01:10","2022-06-18 12:19:39","2.30805555555556","55.6773996879671","18.4650854193834","13.0210351154359",NA,NA,NA,NA,NA,NA,NA
"M","23","SP","SLSPSP15","SLSPSP15_03","681","2022-06-18 16:35:30","2022-06-18 18:38:02","2.04222222222222","59.1228775713459","20.9085016210614","43.0046770273621",NA,NA,NA,NA,NA,NA,NA
